item_length,item_width
6.206380420694,5.618286318576414
5.756649060356426,5.921923917029834
5.576328789527691,5.792400973070321
5.304949790184665,7.235000365697446
6.764064086519643,5.965792062524913
5.668837977555108,5.708256943732478
6.241277657506132,6.5331044522652375
5.951632134954061,6.503750318467093
7.192131883685668,6.249854671768185
5.999550648621439,7.660597931024048
6.459118978315897,4.944733415154336
6.10394762845826,5.90473616548971
6.108698516279792,5.095295942881117
7.628057360493398,4.822839478381038
5.200993172977988,5.05545444067317
6.213989327617647,6.118521889349028
4.9963176924426795,6.2042442396796345
6.6787126158023336,5.495437385773267
7.770000692405947,4.5371294185779805
7.230348663109193,6.002812801735319
5.506360592110413,5.90182273941075
4.5920846542589695,6.425663100710543
6.495543589031676,6.2339976614274955
7.666927613721661,6.896073748759369
4.476693044077719,6.660698124219827
7.898237989887196,6.343043218278298
7.0744171102789375,7.898113785540954
6.39097892977283,6.520252404145218
6.653730264556046,4.098196362318569
6.037912540196778,5.708709224563007
7.130591801927315,4.8180612174954005
5.501560234711923,4.544806516053875
5.169864083229856,5.729977271451062
5.393783922566164,6.146352948354553
5.394169072615461,4.1531645051502215
5.762581132775124,6.414747889956049
6.236700347689205,5.505511541707797
5.773417103038082,6.0945593175800346
6.5047133191797215,5.779319667986707
6.063522184280453,6.930938573817254
5.552847150246235,5.67951683889493
6.92343366263226,6.1162849607891
5.217489475548129,7.674514430002099
7.190412263660523,5.622982207008088
5.214639729744658,5.1519265214049605
7.037073318673989,6.744564533808547
5.496123662620263,6.113815540249826
6.858224689677862,5.257052458740727
5.078595726757953,5.784196646972386
4.937098282434243,6.000735735266
6.0313227403523255,4.866373001038331
6.156964021560378,4.7904692056005755
5.527293850625143,6.452087732301768
5.525730813165512,5.788245006291528
4.6207851887391485,6.92997294750434
6.120743202591398,6.780551220545057
4.6893154655253495,5.551065547570877
6.204523273732606,6.9814744581006645
6.607022495972831,6.210160010716895
7.35381636474547,7.461096087494058
5.706246343046982,7.9298633687768945
6.018272290866532,7.1900651658774555
6.2584233347085245,5.82535580500794
6.035299801152476,6.0909374279527135
6.707725029404331,5.873276267120527
6.00615894055928,6.0272033841979145
5.534501880429247,5.357123553009382
6.0483548622788215,5.188020267634106
6.056852511204987,4.653110665814079
5.5155428040360475,5.772166127465477
5.3370636396326505,5.447637605763801
5.468110449372016,6.413305632302523
5.103314076701231,4.893218640237758
5.134938140027123,5.630689823847453
4.870539098652574,6.16017251031241
6.639708195684952,5.791223640619815
5.180639904610671,4.7797044388642265
7.30597198036227,6.423288880478878
5.708708582855621,4.837170744498152
5.258563846060087,5.925681813340612
3.720371675236987,5.8373751610597715
4.864542452887284,4.994527856566133
6.8079500713999055,6.395106058418637
4.785196821920231,6.330724601888742
7.191893960138067,6.447186915128085
6.6148117435317815,6.620224304351367
6.541958515507317,5.246570673924864
5.638318677735188,6.7675620056270445
7.573047224588415,5.889266087735908
5.721858396197468,4.401512171744608
6.650957322840575,6.71778753693108
5.428512212046888,6.810496046508003
7.013349992536469,7.0705873248996225
5.6302720987125685,5.6280742792811225
4.9539301973372165,6.307080004149902
7.580970342190652,6.34133638912909
6.273384231333605,7.385165918801286
4.689089345188478,7.030870335888437
4.762082990110748,6.185347148446105
5.75194506313183,7.003602143389468
6.288159288406445,5.132492810717652
6.596476721675381,8.365202758361509
4.918179734650041,4.704075748274986
5.9140348444508755,7.647944340537294
4.831324561203423,5.281278063247113
7.527664082328968,6.061483215192403
5.816799233570322,5.02215255965438
6.814006040200293,5.236852125595992
6.268690582016371,7.548712844024425
6.883461725129262,6.797078778103073
6.173890888439711,4.878109637986218
6.444401690171782,5.252061607869318
7.24149140311952,6.033857123998829
5.789020007327683,5.872090337166097
4.365026678249992,4.945204861553432
4.18445963659068,6.7896821107081164
4.970132833007212,6.393806484381226
7.813725441684456,5.890723334160326
6.094161209639751,5.208445897347833
5.048888171596137,7.017514588049156
5.124027578273882,8.100281441872397
6.618857343065497,6.1937757905130875
5.889228250655298,6.9920289647768845
6.915115212606871,5.407323115226789
5.8391909137286415,7.612077205679864
5.580372771549713,5.752245602858128
5.706455759412669,6.050624455962764
5.969224841927247,5.729565634597126
5.27354950697701,5.70354637529968
6.064724396377637,5.46372537096001
8.08324490295225,4.854338009296893
6.846040044568205,5.701532236902745
6.0695508588304445,6.906052488848947
6.5024817009842595,6.2269780543996625
6.958087402929559,5.706958252799871
5.376392985688925,5.769061000378013
6.089521157572026,5.938399849617059
6.496746717689387,5.516732001742288
5.301519179032399,6.341544318072058
4.859356764480042,6.017859418951652
6.495271791215362,6.24627610716955
5.396254758604359,5.484519318360324
5.215547855864778,5.520277972019615
6.648139450360762,6.198841730385549
6.021686582466876,5.807109787781387
6.403131639796697,5.412445715014211
5.776928682819013,3.8568197448899233
6.797663364994509,6.703875104905739
6.768950680179236,5.225722213324373
5.3167454118758055,7.620027174522213
5.672792072587604,5.3905085221049225
6.339849113155202,6.564626133914776
5.565267906201587,7.4068030496785155
6.454948444482438,6.863034775764907
5.196794886269167,6.3997783425052805
5.254173544031669,6.077800699899793
6.342637242384215,6.284773500933054
5.336533287063452,5.598566931586553
5.71154731891648,5.77823612559482
7.2291077987196815,6.4637230103332985
5.170864601080392,5.244247496004934
6.390779854487153,5.52677016865999
6.292207869208286,4.940714527630641
5.741642802044113,5.416902108901954
5.220477845302665,6.860028023116684
6.200211731916148,6.2108133315135285
6.482297567982108,6.013326867554919
7.530666691159668,5.171832022335776
4.635685321584306,5.1458901142093945
7.299946185581255,4.860958906009189
5.699434353993818,7.077681141297356
6.064316279115517,5.871204130466897
5.744603279014451,6.152019886441167
6.53605802387028,4.909845970672436
6.195645586413986,6.727697031788943
5.295953186813869,5.631927714707209
5.7873810256984175,5.874916299436832
5.698848957299894,4.7723760455841235
7.667817863332258,8.021746267554786
6.717746628098994,5.53426713482105
5.165095045839258,4.1824388964579455
5.5987806067872095,7.311764606349559
6.138335258099798,4.8069324379892615
5.719329729706197,7.174176555771258
6.346804511895107,5.300251215210534
3.9011261898695766,5.48821926411294
5.759789566057425,7.2253700051137555
5.516228070175563,5.483773500929165
5.536789091747112,5.063590319586185
4.840144817513386,6.3833215025020875
6.577371263406116,5.765928498282808
6.8441268473798775,5.721782177855754
5.008439137874767,5.499716778029043
5.963826219915304,6.099951490866499
6.174282248391818,5.5317556869704845
4.675877415899811,4.720651726876267
4.1793750112001815,5.300001302131046
4.660657412150553,7.141829455469193
5.165170550691784,6.9703453481271564
5.145006532801428,5.775224456393257
6.434204981722258,6.631607279012061
6.120674975243817,4.385129684361148
6.8540362314512375,6.523176083267979
7.27010300001516,5.905757822092137
6.3018150859404685,6.114190382210901
6.900146258881726,5.411036703534676
5.322936492975063,7.391095525129289
4.948061854433068,6.443709421459617
6.4896238147735765,6.059571402769708
5.6347002603532585,7.32737676706697
5.863591735488901,7.722364029072679
5.554341691831341,6.89428035262654
5.174554383081626,6.276682542881244
4.450776423686143,7.934177347531211
7.3829215992292925,6.812686943758612
6.984019247953023,6.839867650683076
6.4855848886033645,4.690345139954344
6.498407154155082,6.488134380854951
5.744066444696628,6.159451678727697
6.291796520687711,5.863553228048615
7.53437824386071,5.800987442418475
4.694250398639774,5.5860924796736775
5.3852496950209865,7.172848959700043
5.390178841539918,5.338915267170862
5.889130837683115,4.495710646740394
6.692617385502842,6.133131231821178
4.449136576210456,5.4377248634756
6.067226941410362,7.7086788439425495
5.416636589727714,5.844522723536572
5.09354822938572,5.622483456043085
5.835872384435886,5.8574789171491215
6.0492985227989635,6.142345037275582
5.8612748987316525,7.551340945990856
4.690737267515416,5.280330780175071
5.7653595707387115,6.2315266753455605
8.091518567768611,6.479935961171338
5.675353233308897,7.506076628954892
5.652357961675599,5.130063892411309
6.926803141134888,5.04727058011505
5.641637412695983,7.484402839163168
5.94174755480813,4.362348897654888
5.950578075755067,6.163216851716695
5.633142326946058,6.295643083509737
7.010151788225367,7.23186236156803
7.046949640293418,5.527140401927205
7.1696007770762185,5.5604450153983525
6.54367072462872,4.915025672090096
6.175308513423598,6.285651418632582
5.66259669496386,6.2009808568452165
5.929396354563078,5.061806724608696
6.380268851909005,5.357969392030214
4.894660313207583,5.938184099793463
5.150537144069873,6.54128421895067
5.788158625427059,7.452850940578978
6.3635905918932725,6.218174576631931
5.47358317809202,4.670727682998347
5.082657082408633,5.434594790533447
6.257411305805388,5.72987667813882
4.9889832026147,5.243506555718407
6.1641844415595495,6.874892103505802
6.641033649670574,6.7468911164277
6.443026912940757,4.212447743042386
4.2093794540191665,6.75333718901014
5.846426411949961,6.622695437488383
7.401281709749571,5.8162068967685965
3.8428860500310575,5.4595216620147875
6.021417498175357,5.648364186277885
6.337030816438978,6.29455264828238
4.5434842474546135,4.9717185919782185
5.1973350893728485,6.589760080739183
4.861625547141254,5.410178151697165
6.361234441922434,4.9244091625963
5.5803048605683365,6.95277978786026
5.402755697702599,5.213507564076715
6.468194378436079,7.056720430172096
4.758380767808919,6.142426497783978
5.005380170169938,6.581678950135998
3.5300951235523814,5.597004245507123
5.998108027817513,4.760204604767279
5.030243024726075,7.4942478106339285
5.059129039212241,7.128612812644303
5.986933097585332,7.498339580086
7.037902613954135,7.664734838278943
4.507933950946926,5.841467775304276
6.111435550396579,4.383264849674316
6.549537808669318,5.006699465257738
6.580219897464714,5.1875594283108155
7.101698186525753,6.069585910461766
6.39214652825724,5.386754650304175
4.055092059884274,5.2427930939103575
5.3661581783816334,7.547815418692782
6.367491561305503,6.157697702158508
5.380056321626261,5.055748811724295
5.279634847773802,6.305213777353145
6.654814599858527,6.305729232434055
5.557852474408745,5.9103995923530075
6.399683747196258,6.314788981195622
5.208838882150651,5.409912996906795
5.243059979327646,3.955994731458028
6.6626809018026165,5.96424642669201
6.28651363918416,6.01336417516765
4.300758250130732,6.787098187196939
6.3954745337542285,8.312626589476451
7.0407947518187255,6.497262453329258
6.166481269079656,6.2715050233029555
6.634909550827861,5.734291535457574
7.406849304622433,5.967541919847177
5.826402190891777,6.529999292051062
6.551292601845777,5.950472513883875
5.978487848588218,6.32516930357501
5.579465322394314,5.544757034222629
7.93538456695893,6.872823753721456
6.451045492537715,6.839219841144513
4.098815663167897,4.788627210713449
4.098001879679634,5.883185586278625
5.5755861082159415,6.1224690646562845
5.067811033135774,7.2355120988824035
6.377480442465265,5.53744365962515
4.899153161824041,6.174125402241093
5.003170642342722,6.4237257018224545
4.839154178353418,7.353404318122616
6.003561546106664,5.593858472684783
6.610267958675822,7.207439929255317
5.6073985350123525,5.9495067764753315
7.287380602209726,7.532918706933381
6.263741366039428,6.860431844929828
5.675904663071417,6.8989426104636165
5.098298223619857,6.1939283211727405
7.177814233484575,4.059251996944797
6.06511110680269,6.580370434361237
5.198016802629012,6.852273724994506
6.159825868697071,6.308713523254718
5.01925069907084,6.7260917261175015
6.406842914882077,6.462372909438349
4.457208820560999,5.7704957498641205
4.3144926322436605,6.3583699526834225
5.85406344041639,6.20666039346056
7.4757319109743285,6.994656074237881
5.585459221794054,7.799151061692905
7.083382003803054,6.588499403059174
5.13774115907114,7.481124494933939
5.466229479051196,5.552362812050908
4.536266850081677,6.141353349486168
