x1,x2
2.5946753409339345,-3.2663579032910803
1.865449749325299,-3.76214406292237
1.2992717549224988,-3.1661878312100002
0.7818961897808615,1.714511935892057
-0.733158462673384,2.7144934701634265
2.479723560497387,-2.4128723709261286
-0.5489698999562449,-0.278338282708233
5.260190687298884,-3.7849694798468545
1.5942942504669564,2.3315121873292894
1.3761200752446365,2.9209648988562087
-0.5132627697194261,3.674438191047307
1.4284379092269295,2.6530990922637336
3.082620560746802,-2.2316563590019616
-0.5957410229484585,3.4310739578368272
1.0214074667150905,2.584692806986932
0.9351241879708094,4.341218969424104
1.402681686674068,-4.070643612072927
1.1618932691267734,2.8810455089397147
0.634635799437024,1.4899240607071897
0.9811402230685581,4.805962184758963
0.9779531821030167,1.7684327828750144
4.088926136774114,-2.906827287919207
3.513604065842743,-2.924726410005238
2.1644661578016753,-2.282777758867608
0.2184000667809344,3.155237934165337
4.771011996468204,-3.128966397236897
2.921052413662177,-2.3533983369199603
3.555051908415991,-3.663400358458466
1.972930215919292,-2.6831224167745864
0.8093305011370213,-3.996000582688988
-0.9824966716399224,3.084909550026884
-1.541495291463751,-0.03933491983924231
2.438639562121145,2.964188368480493
-0.6006693992392717,1.3459533077441346
3.6662972142590533,-4.135215317914162
-0.98665024131332,2.4969718544351562
2.8228082979106603,-2.0222782760144
1.2744109450955186,-4.201628603933378
2.448126974149927,-2.49182884293698
1.2641606982272602,-2.1790011880622018
